severity,minimum_days,id,crop_variety,owner,updated_at,is_archived,growth_stage,maximum_days,metadata,created_at
critical,52,52cbfe8e-f0f6-4207-9f1c-82ed1d7fa8f4,Crown F1,577c8bbd-e82c-4729-8ea7-6e92f8148c72,2023-08-30T17:12:59.161195+03:00,False,fruiting,75,{},2023-08-30T17:12:59.161171+03:00
critical,26,c21c7da1-9002-48ff-b968-cbe1fe090293,Crown F1,577c8bbd-e82c-4729-8ea7-6e92f8148c72,2023-08-30T17:12:59.154432+03:00,False,flowering,51,{},2023-08-30T17:12:59.154409+03:00
critical,0,97792880-6b05-48d6-a4be-d2e872d74ef3,Crown F1,577c8bbd-e82c-4729-8ea7-6e92f8148c72,2023-08-30T17:12:59.147441+03:00,False,vegetative,25,{},2023-08-30T17:12:59.147412+03:00
critical,86,5fc60e4b-6c0b-41f3-aefb-687c255b9a1b,Nyota F1,577c8bbd-e82c-4729-8ea7-6e92f8148c72,2023-08-30T17:12:59.140264+03:00,False,harvesting,150,{},2023-08-30T17:12:59.140240+03:00
critical,61,2122a595-cfc9-4f68-a632-91c4f146553c,Nyota F1,577c8bbd-e82c-4729-8ea7-6e92f8148c72,2023-08-30T17:12:59.133017+03:00,False,fruiting,85,{},2023-08-30T17:12:59.132994+03:00
critical,31,58eb3b83-679b-459c-b274-3d149c8ac832,Nyota F1,577c8bbd-e82c-4729-8ea7-6e92f8148c72,2023-08-30T17:12:59.125878+03:00,False,flowering,60,{},2023-08-30T17:12:59.125854+03:00
critical,0,ff224bbb-ecc7-468a-a871-64f609020b4d,Nyota F1,577c8bbd-e82c-4729-8ea7-6e92f8148c72,2023-08-30T17:12:59.118845+03:00,False,vegetative,30,{},2023-08-30T17:12:59.118819+03:00
critical,86,943bcc03-36b0-498a-96e5-db0949fd07c5,Randah F1,577c8bbd-e82c-4729-8ea7-6e92f8148c72,2023-08-30T17:12:59.111276+03:00,False,harvesting,145,{},2023-08-30T17:12:59.111253+03:00
critical,61,01da4604-7a17-414a-8d4f-67c58656a52d,Randah F1,577c8bbd-e82c-4729-8ea7-6e92f8148c72,2023-08-30T17:12:59.104124+03:00,False,fruiting,85,{},2023-08-30T17:12:59.104100+03:00
critical,31,855e0141-e6f3-40ee-85ee-bb2f2add3884,Randah F1,577c8bbd-e82c-4729-8ea7-6e92f8148c72,2023-08-30T17:12:59.096399+03:00,False,flowering,60,{},2023-08-30T17:12:59.096371+03:00
critical,0,0f64c65e-cb36-478f-a707-932c40b08fc7,Randah F1,577c8bbd-e82c-4729-8ea7-6e92f8148c72,2023-08-30T17:12:59.086560+03:00,False,vegetative,30,{},2023-08-30T17:12:59.086525+03:00
